"product_id","product_name","avg_rating","units_sold","revenue"
"346","Product_346","2.7","5677","1759018.4500000002"
"799","Product_799","1.3","4992","1746401.2799999998"
"353","Product_353","2.8","5269","1744302.45"
"230","Product_230","2.6","5494","1743850.5399999998"
"992","Product_992","1.6","4978","1736674.8599999999"
"698","Product_698","1.5","5925","1734306.7499999998"
"275","Product_275","2.9","6717","1733724.8700000003"
"940","Product_940","1.3","5953","1728632.14"
"339","Product_339","1.3","7210","1728381.2"
"204","Product_204","2.3","3840","1727155.1999999995"
"891","Product_891","1.4","4739","1717982.2800000003"
"9","Product_9","2.0","5677","1717576.3499999999"
"492","Product_492","2.5","5486","1711467.4200000002"
"720","Product_720","2.0","4665","1711028.7"
"534","Product_534","2.1","6104","1708753.76"
"212","Product_212","2.8","4884","1697141.1600000001"
"82","Product_82","1.4","5408","1695570.2400000002"
"969","Product_969","2.3","5934","1693385.5800000003"
"287","Product_287","1.4","7184","1691616.4799999997"
"1000","Product_1000","2.1","7486","1690114.22"
"31","Product_31","1.1","5511","1684878.03"
"696","Product_696","1.3","5464","1678868.6400000001"
"29","Product_29","2.3","5594","1668410.5"
"88","Product_88","1.7","5178","1660015.0199999998"
"549","Product_549","1.2","6282","1649339.0999999999"
"480","Product_480","2.7","6246","1648506.7800000003"
"647","Product_647","1.5","5516","1648346.28"
"232","Product_232","1.9","6484","1645704.04"
"526","Product_526","2.0","6927","1641699.0"
"928","Product_928","2.9","6010","1641391.1"
"267","Product_267","2.6","4687","1640543.7399999998"
"414","Product_414","1.2","5624","1624492.4000000004"
"652","Product_652","2.2","5969","1616823.03"
"803","Product_803","2.4","5523","1603105.98"
"660","Product_660","2.8","5536","1591821.44"
"439","Product_439","1.8","4440","1574379.6"
"581","Product_581","1.9","6690","1553886.3"
"914","Product_914","2.5","7474","1552050.8399999999"
"911","Product_911","2.2","5207","1547520.4000000001"
"815","Product_815","1.3","3551","1546815.5999999999"
"341","Product_341","2.0","6194","1538279.9"
"234","Product_234","1.1","6181","1537832.7999999998"
"285","Product_285","2.3","5244","1527315.0"
"858","Product_858","2.8","6385","1523907.95"
"778","Product_778","2.8","4203","1523671.5599999998"
"609","Product_609","1.9","5990","1522598.1"
"264","Product_264","2.8","5810","1519721.7000000002"
"744","Product_744","1.0","5937","1507107.4500000002"
"170","Product_170","2.1","5066","1507084.3399999999"
"485","Product_485","2.3","5095","1499152.8"
"986","Product_986","1.3","5965","1492860.55"
"653","Product_653","2.1","5019","1483064.3099999998"
"188","Product_188","1.3","5291","1480527.62"
"904","Product_904","1.1","5030","1476858.3000000003"
"444","Product_444","2.8","7822","1474212.3399999999"
"228","Product_228","2.1","7345","1465915.1"
"233","Product_233","1.9","5038","1463891.6599999997"
"809","Product_809","1.7","6394","1458918.98"
"798","Product_798","1.3","5101","1452458.74"
"107","Product_107","2.6","6969","1450527.66"
"863","Product_863","1.7","5450","1441906.5"
"970","Product_970","1.1","5974","1437583.3599999999"
"789","Product_789","1.3","6105","1426677.45"
"887","Product_887","1.0","4334","1422028.74"
"40","Product_40","2.3","6357","1416848.1600000001"
"655","Product_655","1.4","6432","1406485.44"
"922","Product_922","1.0","5663","1394683.64"
"247","Product_247","1.5","6343","1376113.85"
"950","Product_950","2.7","4563","1372185.3600000006"
"539","Product_539","1.7","6001","1368348.02"
"95","Product_95","1.9","3539","1368283.5699999998"
"268","Product_268","2.9","3873","1366123.29"
"491","Product_491","2.0","5899","1360014.45"
"737","Product_737","2.8","6795","1353971.7"
"342","Product_342","2.9","5651","1352679.8699999999"
"261","Product_261","2.1","4358","1348495.9400000004"
"311","Product_311","1.3","6062","1347521.9799999997"
"627","Product_627","1.8","5732","1341001.4"
"570","Product_570","2.8","7506","1331489.3399999999"
"739","Product_739","2.5","5958","1324880.4600000002"
"48","Product_48","1.1","5043","1323434.4900000002"
"658","Product_658","2.2","7093","1310289.89"
"211","Product_211","2.7","4708","1302326.96"
"64","Product_64","2.7","7089","1287291.51"
"395","Product_395","2.3","7384","1282600.8"
"636","Product_636","1.9","5649","1279329.03"
"398","Product_398","2.0","5866","1274975.1"
"908","Product_908","2.5","7210","1255982.0000000002"
"96","Product_96","1.7","5029","1254383.4700000002"
"90","Product_90","1.9","5198","1241022.5"
"805","Product_805","2.4","5764","1238914.16"
"303","Product_303","1.2","4542","1238194.6199999999"
"97","Product_97","1.9","4691","1237251.25"
"484","Product_484","1.0","3904","1232258.5599999998"
"830","Product_830","2.2","5368","1228466.8"
"1","Product_1","1.7","6421","1222558.4"
"256","Product_256","2.7","4333","1215926.46"
"217","Product_217","1.3","7320","1215632.4000000001"
"189","Product_189","2.2","4515","1206317.7"
"544","Product_544","2.0","3564","1202814.36"
"556","Product_556","1.8","5868","1201296.96"
"964","Product_964","2.5","6051","1196282.7"
"735","Product_735","1.5","6459","1179542.58"
"678","Product_678","2.6","5815","1174281.1"
"393","Product_393","1.7","6193","1171405.95"
"527","Product_527","2.1","5517","1160445.78"
"358","Product_358","2.7","3909","1152998.64"
"994","Product_994","1.5","3842","1141688.7200000002"
"98","Product_98","1.7","5248","1136874.24"
"846","Product_846","2.0","5392","1133614.08"
"625","Product_625","1.7","3641","1132496.6400000001"
"254","Product_254","1.5","6976","1129274.88"
"747","Product_747","1.1","5790","1129223.7"
"546","Product_546","2.9","6175","1125640.75"
"466","Product_466","1.2","5905","1125256.8"
"714","Product_714","2.8","5373","1122204.7800000003"
"981","Product_981","1.7","6558","1117811.1"
"427","Product_427","1.0","4985","1114446.5999999999"
"366","Product_366","1.5","5681","1114157.7200000002"
"769","Product_769","2.5","6389","1113794.37"
"804","Product_804","2.2","3646","1113196.72"
"403","Product_403","1.1","4341","1107389.0999999999"
"79","Product_79","1.9","6068","1107045.92"
"392","Product_392","1.3","5272","1103166.0"
"740","Product_740","2.7","5753","1102217.27"
"130","Product_130","2.0","4275","1102180.5"
"20","Product_20","1.1","7337","1094386.92"
"503","Product_503","1.1","6914","1093933.08"
"424","Product_424","1.6","4337","1083122.38"
"86","Product_86","2.9","6443","1069344.71"
"139","Product_139","2.9","5710","1056350.0"
"894","Product_894","1.8","5223","1053009.03"
"838","Product_838","2.4","5693","1049675.3399999999"
"225","Product_225","2.7","7695","1048674.6"
"270","Product_270","2.2","6959","1046146.4700000001"
"83","Product_83","2.7","6176","1042447.0399999999"
"968","Product_968","2.4","6834","1039314.7200000001"
"252","Product_252","2.9","5295","1035807.9000000001"
"134","Product_134","1.9","5971","1027728.5199999999"
"820","Product_820","2.5","5981","1022272.5199999998"
"417","Product_417","1.2","6790","1019450.6"
"493","Product_493","1.9","7077","1007057.1"
"941","Product_941","1.2","7083","996294.78"
"418","Product_418","1.5","5886","987023.34"
"715","Product_715","1.2","5487","974985.03"
"178","Product_178","1.4","4941","970560.63"
"174","Product_174","2.0","8126","951717.1200000001"
"754","Product_754","2.0","5525","943559.4999999999"
"324","Product_324","1.9","6551","940527.0699999998"
"691","Product_691","1.7","5685","939275.7"
"703","Product_703","2.2","5391","925203.42"
"106","Product_106","1.7","7157","918958.7999999999"
"185","Product_185","1.4","6909","916686.1199999999"
"909","Product_909","2.3","6871","916660.1100000001"
"195","Product_195","1.2","5214","901083.4799999999"
"65","Product_65","2.7","6216","895476.96"
"594","Product_594","1.4","4922","866813.4200000002"
"930","Product_930","1.3","6508","863286.2000000001"
"638","Product_638","1.6","6718","839884.3599999999"
"145","Product_145","2.1","5682","829572.0"
"745","Product_745","2.7","6908","828614.6000000002"
"607","Product_607","1.3","7709","825942.2599999999"
"763","Product_763","1.4","6409","820352.0"
"586","Product_586","1.5","6616","819523.9199999999"
"17","Product_17","1.7","5259","818300.4"
"856","Product_856","2.0","8212","816190.68"
"528","Product_528","2.2","5736","804990.24"
"667","Product_667","1.8","6286","796750.5"
"688","Product_688","2.9","5480","786873.2000000001"
"37","Product_37","2.4","5032","783884.9600000001"
"289","Product_289","1.1","5306","779133.04"
"694","Product_694","1.6","6233","779062.6699999999"
"888","Product_888","2.0","6327","777588.2999999999"
"411","Product_411","1.8","4709","767849.5399999999"
"872","Product_872","1.9","5483","762246.66"
"910","Product_910","1.6","3936","759451.2000000001"
"142","Product_142","2.4","5780","749261.3999999998"
"783","Product_783","2.8","5680","736355.2"
"320","Product_320","1.2","5658","729146.46"
"630","Product_630","2.8","5608","728815.6799999999"
"697","Product_697","1.1","4868","719831.16"
"602","Product_602","2.3","4992","713356.8"
"827","Product_827","1.2","4034","711758.9600000001"
"886","Product_886","2.8","7615","711088.7"
"622","Product_622","1.2","6508","706964.0399999998"
"562","Product_562","1.9","6247","689793.74"
"989","Product_989","2.7","5359","680432.23"
"388","Product_388","1.5","7167","665312.61"
"47","Product_47","1.9","4126","657271.8"
"240","Product_240","1.7","7046","652952.8200000001"
"72","Product_72","1.9","6296","650754.5599999999"
"369","Product_369","1.7","6124","624158.08"
"722","Product_722","1.5","6456","611447.76"
"868","Product_868","1.7","6319","600620.95"
"621","Product_621","2.9","6174","594803.16"
"593","Product_593","1.5","6213","590421.3899999999"
"298","Product_298","1.4","5278","590238.74"
"599","Product_599","1.3","5891","590160.3799999999"
"791","Product_791","1.6","7256","587082.9600000001"
"58","Product_58","2.6","5601","571358.01"
"216","Product_216","1.9","4587","561632.28"
"731","Product_731","2.2","6507","561619.17"
"136","Product_136","1.3","3391","559481.09"
"761","Product_761","2.8","6985","559358.7999999999"
"494","Product_494","1.3","5697","558989.6400000001"
"203","Product_203","1.1","6505","552990.05"
"776","Product_776","2.3","6978","552727.38"
"506","Product_506","2.6","6205","530527.5"
"50","Product_50","1.1","5429","523898.5"
"601","Product_601","1.8","5842","517718.04"
"867","Product_867","1.2","6217","508799.2800000001"
"319","Product_319","1.3","6153","507253.32000000007"
"920","Product_920","2.7","6777","503937.72"
"603","Product_603","1.9","5374","497739.88"
"577","Product_577","1.1","6305","490529.00000000006"
"813","Product_813","2.1","7220","481646.1999999999"
"431","Product_431","2.8","6275","475519.5"
"669","Product_669","1.5","4762","463580.69999999995"
"14","Product_14","1.2","4201","462572.11"
"112","Product_112","1.9","5364","454867.2"
"598","Product_598","1.3","5030","454208.99999999994"
"263","Product_263","2.2","6025","447898.5"
"605","Product_605","1.3","6772","438216.11999999994"
"947","Product_947","2.8","5974","434668.24"
"671","Product_671","2.5","4777","433847.14"
"843","Product_843","2.8","4650","433054.4999999999"
"998","Product_998","1.3","5527","401978.71"
"810","Product_810","1.4","6528","398534.39999999997"
"588","Product_588","2.6","5762","396425.60000000003"
"677","Product_677","1.3","6474","391418.04000000004"
"22","Product_22","2.2","5249","388688.4499999999"
"461","Product_461","2.6","6011","379774.98"
"983","Product_983","2.8","6466","373540.82000000007"
"133","Product_133","1.3","5677","365201.41000000003"
"401","Product_401","1.7","6487","363596.3499999999"
"695","Product_695","2.5","5801","358733.83999999997"
"455","Product_455","1.1","5958","357718.32000000007"
"589","Product_589","2.7","5161","352909.18"
"614","Product_614","2.3","7629","346890.62999999995"
"100","Product_100","2.4","5931","346429.70999999996"
"771","Product_771","2.8","5772","344934.72000000003"
"423","Product_423","1.2","6830","342524.4999999999"
"381","Product_381","1.7","5374","341195.26"
"961","Product_961","1.5","7237","332829.63000000006"
"645","Product_645","1.4","5159","331620.52"
"437","Product_437","2.2","7867","322704.34"
"67","Product_67","2.0","4226","315935.75999999995"
"110","Product_110","1.6","7298","314616.77999999997"
"182","Product_182","2.4","5071","310193.07"
"604","Product_604","2.4","6335","309844.85"
"651","Product_651","1.1","6435","309073.04999999993"
"284","Product_284","1.0","5980","308089.60000000003"
"69","Product_69","2.4","7330","307127.0"
"370","Product_370","2.0","7806","307009.98000000004"
"847","Product_847","1.5","6371","301029.75"
"191","Product_191","1.3","5867","299745.03"
"165","Product_165","1.6","5939","295108.91000000003"
"223","Product_223","2.7","5616","288493.92"
"340","Product_340","1.1","4893","261432.99"
"435","Product_435","1.6","5550","258796.50000000003"
"705","Product_705","2.8","6694","243460.77999999994"
"355","Product_355","2.9","5987","239060.91"
"723","Product_723","2.2","5763","218532.96000000002"
"33","Product_33","1.9","5779","214978.80000000002"
"202","Product_202","1.1","4484","209178.60000000003"
"851","Product_851","2.1","5354","204522.8"
"702","Product_702","2.7","6467","198213.54999999996"
"375","Product_375","2.0","4914","197739.36000000002"
"169","Product_169","1.0","7757","195321.26000000004"
"301","Product_301","1.1","6103","186629.74"
"487","Product_487","2.6","6750","185625.0"
"459","Product_459","1.9","5644","185518.28"
"498","Product_498","2.9","4198","182529.04"
"984","Product_984","2.9","4279","180531.00999999998"
"348","Product_348","2.5","6463","177280.09000000003"
"629","Product_629","1.4","7561","175112.75999999998"
"765","Product_765","1.6","7968","172108.80000000002"
"59","Product_59","2.9","6056","165873.84"
"978","Product_978","2.7","5092","155102.31999999998"
"291","Product_291","2.6","7203","144780.3"
"958","Product_958","2.7","4932","139329.0"
"515","Product_515","1.8","4808","131643.04"
"558","Product_558","2.6","6659","128185.75"
"43","Product_43","2.3","5718","125910.35999999999"
"975","Product_975","2.2","5922","121045.68000000005"
"937","Product_937","2.1","8459","119271.90000000001"
"101","Product_101","1.2","5718","117562.08"
"238","Product_238","2.9","6645","113230.79999999999"
"292","Product_292","1.5","4596","107960.04000000001"
"926","Product_926","1.4","6673","107568.76000000001"
"902","Product_902","1.0","5706","103449.78"
"516","Product_516","1.0","5719","103227.94999999998"
"372","Product_372","1.7","6806","95420.12000000001"
"564","Product_564","2.1","6914","84350.8"
"879","Product_879","2.2","4498","82808.18"
"11","Product_11","1.9","5366","81509.54"
"333","Product_333","1.9","6500","78779.99999999999"
"841","Product_841","2.5","6558","75285.84"
"899","Product_899","2.4","6117","69978.48"
"795","Product_795","1.2","4740","66170.40000000001"
"129","Product_129","2.5","7350","62034.0"
"822","Product_822","1.5","8337","60776.729999999996"
"209","Product_209","2.1","7534","56580.33999999999"
"73","Product_73","1.2","6143","47485.39"
